10:00 AM,11:00 AM,0,Meditation/Mindfulness,,Session,['All'],[],[],[],[]
12:00 PM,12:30 PM,0,Keynote,,Session,['All'],[],[],[],[]
12:40 PM,01:10 PM,0,Featured Session,,Session,['All'],[],[],[],[]
12:40 PM,01:10 PM,2,Home Automation and Inclusive Design,"Automation and inclusive design has empowered historically underserved populations via technology, but also opened the door for abuse. We are in a new era of automation with the introduction of ambient computing in the home - and although the opportunities for inclusive design and home automation are that much greater, we have a responsibility to consider the externalities of our work.",Session,"['Emerging Technology', 'Intermediate']","['BeenRachel', 'FreebairnKate']","['Google', 'Google']","['`Design Lead', 'UX Director']","['Rachel is currently a Design Lead on Google Nest working at the intersection of hardware and software and overseeing design for ambient computing in the home, the Google Home and Nest Apps, as well as the displays and speakers portfolios.  Previously, Rachel was the Creative Director for the Material Design team at Google where she oversaw the evolution of the design system for both Google and the greater developer/designer community. Additionally, Rachel has launched the first product imagery system for Google, served as the first creative director of Emojis, and was the first Art Director on Google Play, introducing editorial design and original imagery to the store. Prior to Google, Rachel was the Creative Director of Billboard.com where she redefined the iconic music publication through original photography, art direction, and design.', 'Kate is a design leader who comes from an industrial design education and practice. Kate has spent her career working on her passion of bringing hardware and software together as a seamless end to end experience. Kate loves working at the intersection of products and experiences, creating joyful and useful experiences that improve peoples lives. Kate applies her experience and love of designing for people to leading and running design organizations, empowering multi disciplined teas to collaborate and deliver solutions for businesses and people. During her career Kate has designed for many brands including ResMed, Cochlear, Nokia, Amazon, Twitter and currently leads the Google Home/Nest design team. Kate has experienced broad international experiences living in Australia, Italy, Finland and is currently based in San Francisco.']"
12:40 PM,01:10 PM,2,How to Build and Maintain an ERG: Operational Strategies for Success,"Do you want to form an Employee Resource Group but don't know where to begin? Do you lead an ERG that is struggling to succeed, especially with the challenges of COVID-19? We will present a model created by a group of women technologists who were looking to form a community at a large corporation. Six years later, it's a thriving ERG. We will share best practices, challenges, and future outlook.",Session,"['Diversity, Equity and Inclusion', 'Mid-Career']","['SunGrace', 'Van StranderKatie']","['Samsung', 'Samsung']","['Senior Engineer in Innovation Quality Improvement ', 'Senior Engineer & Team Lead']","['Grace Sun is a Senior Engineer with 10 years of experience at Samsung Austin Semiconductor, LLC; she started in Facilities and now works in the Innovation Quality Improvement group with a focus on lean manufacturing and effective factory operations. She has been an active member of WITS since 2017 and joined the leadership board in 2020 with a two year term serving as Professional Development Chair. Grace graduated from the University of Michigan in 2009 with a BS in Industrial and Operating Engineering degree.', 'Katie Van Strander is a Senior Engineer and Material Quality Engineering Team Lead in the Material Technology group at Samsung Austin Semiconductor, LLC. She was a founding member of Women in Technology at Samsung (WITS) in 2014 and joined the WITS board committee for Professional Development in 2019 with a focus on conference coordination.  She currently serves as the Vice Chair for Women in Technology at Samsung (WITS). Katie holds a BS in Chemistry from New York University and a BE in Chemical Engineering from Stevens Institute of Technology. Her speaking experience includes the 2019 IEEE Women in Engineering International Leadership Conference.']"
12:40 PM,01:10 PM,1,User Research Cannot Exist Without Study Design,"User research is more than just the data collection method--A/B testing, interviews, and usability testing are only half the story. This talk explores the less obvious half: study design, the framework for data collection. Without study design, we are not delivering people-relevant, high-impact findings. Listeners will learn six takeaways that they can start applying to their research tomorrow.",Session,"['Human Computer Interaction', 'Beginner']",['LeungHazel'],['NPR'],['Design Technologist'],"[""Hazel is a design technologist at NPR. She received a BS in Cognitive Science with Specialization in Human-Computer Interaction from the University of California, San Diego, where she graduated with department honors and distinction. As an undergraduate, she conducted academic research in both cognitive psychology and human-computer interaction. Using research methodologies borrowed from academia and from the human-centered design process, she is currently leading research and design for all things podcast related at NPR -- from internal tools for podcast producers to digital experiences on audience-facing platforms. When she is not working, you can find Hazel cooking or eating some sort of carb (and she is still trying to recreate one of her favorite restaurant's house garlic noodle recipe at home).""]"
12:40 PM,01:40 PM,0,Black Women in Tech Roles Networking,"Promote and support Black women technologists from industry, government, and academia. This session gives Black women a chance to network with one another, connect with strong role models, and celebrate their accomplishments.",Session,['All'],[],[],[],[]
12:40 PM,01:40 PM,3,Maker Magic: Design a Blueprint for Community Tech Empowerment,"Academics are increasingly researching the gap in technology access between communities. Drawing best practices from a Morgan Stanley program, this Workshop will teach participants how to unveil the magic behind technology to young people with limited access to computer science education through Adafruit CPX. Attendees will walk away with a Maker workshop blueprint for youth in their communities.",Session,"['Hardware', 'Beginner']","['FlynnMimi', 'SzydlowskiKait', 'Houston-BurroughsChelci']","['Morgan Stanley', 'Morgan Stanley', 'Morgan Stanley']","['Vice President, Software Engineer', 'Vice President,  Global Technology Philanthropy', 'Associate, Technology Business Analyst']","['Mimi Flynn is a Vice President at Morgan Stanley. A self-taught coder, Mimi picked up coding when she was 8 by learning BASIC on an Atari 800. She loves building and fixing things from microcontrollers to motorcycles. A perennial maker, she always thinking of new applications for projects. Mimi is committed to open source software and builds various types of low cost embedded systems with The Things Network NY, a New York-based non-profit facilitating free and open source Internet of Things networks, where she has served as a Board member for 2 years. More recently, Mimi serves on the Manhattan Community Board, representing constituents within the Seaport neighborhood. She is passionate about using her systems and data expertise to support and advocate for tenantsí rights with the New York Housing Data Coalition.', 'A Vice President at Morgan Stanley, Kait Szydlowski leads Morgan Stanleyís Global Technology Philanthropy, a global program creating opportunities for employees to Give Back using their technical expertise. In addition to the Morgan Stanley Makerspace program, Kait also oversees Technology Change Makers, a global program that embeds teams of Morgan Stanley Technologists are embedded in local non-profits to address a technical need.  As a former strategy consultant, founder of a Beijing for-profit social enterprise bringing medical devices to China for children with disabilities, and a U.S. Department of State Fulbright Research Fellow to China, Kait is passionate about bringing technical expertise to the organizations and communities that need it the most. Kait graduated from Mount Holyoke College in 2009, where she served as a Trustee from 2015-2019.', ""Chelci is a Technology Associate at Morgan Stanley. She works on Investment Solutions' Modern Platform Trading System. Chelci graduated from Columbia University with a Bachelorís of Science in Computer Engineering and Scripps College with a Bachelorís of Arts in Engineering Physics. Chelci has been a long standing advocate for providing extracurricular learning opportunities for youth in underserved communities. While pursuing her studies, she partnered with various churches and nonprofits in her hometown of Los Angeles to deliver programs that help youth break socioeconomic and educational barriers in order to achieve their goals. These experiences inspired her to become one of the lead facilitators of the Morgan Stanley Makerspace Program ñ whose mission aligns to just that. One of her primary goals is to contribute to the grassroots growth of Maker spaces in order to ignite passion for technology in as many young people as possible ñ with emphasis on early exposure and having fun!""]"
01:10 PM,01:40 PM,2,Becoming Visible: Increasing Engagement & Talent Pipelines for Women of Color in Tech,"Women of color have a unique disadvantage when it comes to building and finding community in the tech industry.Learn how to activate and energize underrepresented groups to lead the organization toward human connection, motivation, and belonging. By increasing visibility and creating an equitable framework, women of color will not only be engaged but can thrive.",Session,"['Diversity, Equity and Inclusion', 'Mid-Career']","['BernardRenata', 'StevensSophia']","['Medidata Solutions', 'Medidata Solutions']","['Sr. Learning Solutions Designer', 'Diversity & Inclusion Talent Practitioner']","['Renata C. Bernard is an Instructional Design professional with more than 20 years of experience in training design. As a former trainer and adjunct instructor, Renata has facilitated workshops, presentations, semester-long courses, and panel discussions on topics ranging from leadership development to electronic medical record systems. Her background in communications ensures her content is not only engaging, but interactive and designed for her audience.Renata is a master of mentoring and leading without authority who has received numerous accolades from her colleagues and managers.At Medidata, she is the current Lead for the Women of Color BRG; member of the Social Innovation Lab; Engagement Team member; Executive Leadership Council representative; and three-time Encore Award winner.', 'Sophia Stevens is a Diversity & Belonging Talent leader with over 7 years of experience influencing leadership in the technology industry. She has continued to be a driver of organizational change, revitalization, turnaround, and growth. Sophia is a true diversity talent branding strategist with proven experience elevating Diversity & Inclusion to a business imperative, transforming a global workforce through engagement and inspiration.  She is the Cofounder of two of the 7 BRGs at Medidata and currently leads the Diversity Talent Strategy at Medidata and manages 7 Global Business Groups serving 500+ employees.']"
01:10 PM,01:40 PM,1,Swoop: Developing an Animation Tool for an Invisible Character,"<div class=""ag87-crtemvc-hsbk""><div class=css-zuif4x><p class=""carina-rte-public-DraftStyleDefault-block""><span style=""color: rgb(0,0,0);"">Swoop is a motion path tool developed to animate Gale, an invisible character in Walt Disney Animation Studios’ “Frozen 2”, by constructing the path on which she travels. We redesigned even the simplest features to ensure intuitive and predictable behavior, providing powerful editing features for the path’s shape and timing - empowering our artists to quickly experiment with Gale’s performance.</span></p></div></div>",Session,"['Human Computer Interaction', 'Intermediate']",['SwanHannah'],['The Walt Disney Company'],['Software Engineer'],"['Hannah is a software engineer at Walt Disney Animation Studios. She started her undergraduate studies in art and fashion design, but finished with a degree in mathematics from Winthrop University. She learned about computer graphics while researching numerical simulations of fabric draping as part of the Winthrop McNair Scholars summer research program. While attending graduate school at the University of Utah, focusing on computing with a track in computer graphics, she completed a summer internship on physics assisted animation at the Walt Disney Animation Studios. She enjoyed the work so much that she returned shortly after and has been an engineer there for two years.']"
